source	target	weight
FYN	LCK	0.696
FYN	LYN	0.696
TXK	TEC	0.696
PLK3	PLK2	0.6957
KSR1	KSR2	0.6947
EPHA8	EPHB4	0.6938
FYN	BLK	0.6908
SRC	BLK	0.6895
FLT4	KDR	0.6883
YES1	LCK	0.688
TGFBR1	BMPR1B	0.6875
SRC	HCK	0.6867
EPHA2	EPHB4	0.6848
NRBP2	NRBP1	0.6832
YES1	BLK	0.6827
MARK4	SIK3	0.6825
MAP4K3	MAP4K1	0.6822
CLK4	CLK2	0.6814
MARK1	SIK3	0.6786
SIK3	SIK1	0.6786
CDK1	CDK3	0.6784
MAP4K5	MAP4K1	0.6783
DMPK	CDC42BPG	0.6779
FES	FER	0.6772
PRKCE	PRKCB	0.6757
CDK1	CDK2	0.6749
SRC	LCK	0.6747
MARK3	SIK3	0.6746
MARK2	SIK3	0.6746
YES1	LYN	0.672
CLK1	CLK2	0.6719
BTK	BMX	0.6706
ACVR1B	BMPR1B	0.6701
TGFBR1	ACVR1	0.6701
FGR	LYN	0.668
TEC	ITK	0.668
PRKCE	PRKCA	0.668
ROR1	ROR2	0.6667
MAPK14	MAPK12	0.6667
EPHA2	EPHA8	0.6654
PIM2	PIM3	0.6654
IKBKB	CHUK	0.6642
MET	MST1R	0.664
SRPK1	SRPK3	0.6637
TGFBR1	BMPR1A	0.6632
STK17A	STK17B	0.6628
SRC	LYN	0.6627
FGR	HCK	0.66
NEK1	NEK5	0.6588
FLT4	FLT1	0.6585
PNCK	CAMK1G	0.6575
PRKCH	PRKCB	0.6564
ACVR1B	ACVR1	0.6562
FGR	BLK	0.6546
TXK	ITK	0.652
MAPK14	MAPK13	0.6514
TYRO3	MERTK	0.6513
PRKCB	PRKCD	0.651
ACVR1C	BMPR1B	0.6493
MAPK11	MAPK12	0.6491
NRK	MINK1	0.6491
MYLK2	MYLK3	0.6484
MAP4K2	MAP4K1	0.6473
ACVR1B	BMPR1A	0.6458
BMPR1B	ACVR1	0.6458
NRK	MAP4K4	0.6453
ERN1	ERN2	0.645
MYLK2	MYLK4	0.6445
PDGFRB	PDGFRA	0.6443
FGR	LCK	0.644
TYRO3	AXL	0.6437
ACVR1C	ACVR1	0.6424
SYK	ZAP70	0.6411
CAMKK1	CAMKK2	0.6411
MAPK11	MAPK13	0.6408
BTK	TEC	0.64
BMPR1A	ACVR1	0.6389
TGFBR1	ACVRL1	0.6389
WEE1	WEE2-AS1	0.6384
PRKCE	PRKCG	0.6371
PRKCH	PRKCA	0.6371
ACVR1C	BMPR1A	0.6354
CDK16	CDK14	0.6312
CDK17	CDK14	0.6312
CDK18	CDK14	0.6312
EPHA1	EPHB1	0.6304
NRK	TNIK	0.6302
MARK4	SIK2	0.627
ERBB4	ERBB3	0.6265
EPHA1	EPHA3	0.625
CLK4	CLK3	0.625
PRKCE	PRKCD	0.6235
PRKCA	PRKCQ	0.6235
BMX	TXK	0.623
MARK3	SIK2	0.623
MARK2	SIK2	0.623
MARK4	SIK1	0.623
ACVR1B	ACVRL1	0.6215
EPHA1	EPHA2	0.6211
EPHA1	EPHA4	0.6211
CLK1	CLK3	0.6207
CDK3	CDK5	0.6206
PIM2	PIM1	0.6206
PRKCH	PRKCD	0.6196
PRKCA	PRKCD	0.6196
PRKCB	PRKCQ	0.6196
MARK1	SIK2	0.619
SRPK1	SRPK2	0.6184
MAP2K4	MAP2K6	0.6183
PRKCH	PRKCG	0.6178
JAK2	JAK3	0.6173
BTK	TXK	0.6151
EPHA1	EPHB3	0.6148
EPHB1	EPHB6	0.6138
EPHA1	EPHA5	0.6133
EPHA1	EPHA7	0.6133
BMX	TEC	0.612
PRKCG	PRKCD	0.6118
ACVR1C	ACVRL1	0.6111
MARK2	SIK1	0.6111
ERBB2	ERBB3	0.6109
EPHA1	EPHB2	0.6109
CSNK1G3	CSNK1E	0.61
EPHB3	EPHB6	0.6098
BMPR1A	ACVRL1	0.6076
ADCK3	ADCK4	0.6073
MARK3	SIK1	0.6071
MARK1	SIK1	0.6071
EPHA1	EPHA6	0.607
CDK2	CDK5	0.6064
CSNK1G3	CSNK1D	0.6062
PTK2	PTK2B	0.6039
EPHA1	EPHB4	0.6038
DYRK4	DYRK2	0.6027
LMTK3	AATK	0.6022
EPHB4	EPHB6	0.6016
TYK2	JAK1	0.6015
BMX	ITK	0.6
CSF1R	KIT	0.6
PRKCE	PRKCQ	0.6
CSK	MATK	0.5984
PRKCH	PRKCQ	0.5961
PRKCG	PRKCQ	0.5961
MAP2K4	MAP2K3	0.5954
HIPK4	HIPK2	0.595
CSNK1G1	CSNK1E	0.5939
CDKL3	CDKL2	0.5936
BTK	ITK	0.592
VRK2	VRK1	0.5909
CSNK1G1	CSNK1D	0.59
HIPK4	HIPK1	0.59
EPHB2	EPHB6	0.5894
CDK16	CDK15	0.5887
CSNK1G2	CSNK1E	0.5885
EGFR	ERBB3	0.5875
FRK	LYN	0.5873
BMPR1B	ACVRL1	0.5868
GRK4	GRK1	0.5856
CDK18	CDK15	0.5851
CSNK1G2	CSNK1D	0.5846
RPS6KA1	RPS6KB1	0.5846
CDK5	CDK16	0.5836
GRK6	GRK1	0.5817
CDK17	CDK15	0.5816
CDKL2	CDKL1	0.581
RPS6KA3	RPS6KB1	0.5808
FRK	FGR	0.58
DYRK4	DYRK3	0.5791
CDK1	CDK5	0.578
PRKCZ	PRKCE	0.5769
CDK5	CDK18	0.5765
EPHA4	EPHB6	0.5755
HIPK4	HIPK3	0.575
RPS6KA6	RPS6KB1	0.5736
RPS6KA2	RPS6KB1	0.5731
RPS6KA1	RPS6KB2	0.5731
PRKCI	PRKCE	0.5731
CDK5	CDK17	0.573
STK3	MST4	0.5726
STK3	STK24	0.5726
GRK1	GRK7	0.5725
MINK1	MYO3A	0.572
EPHA7	EPHB6	0.5714
CSNK1G3	CSNK1A1	0.5709
KDR	FGFR1	0.5709
KDR	FGFR2	0.5709
KDR	FGFR3	0.5709
GRK5	GRK1	0.5703
CDC42BPB	ROCK1	0.5703
DCLK3	DCLK2	0.5698
DCLK3	DCLK1	0.5698
RPS6KA5	RPS6KA3	0.5692
GRK4	GRK7	0.5687
EPHA1	EPHA8	0.5681
EPHA7	EPHA10	0.5669
FRK	SRC	0.5663
RPS6KA5	RPS6KA1	0.5654
RPS6KA3	RPS6KB2	0.5654
CSNK1G2	CSNK1A1	0.5649
PRKACA	PRKX	0.5647
PRKACB	PRKX	0.5647
STK4	STK24	0.5645
STK4	STK25	0.5645
STK3	STK25	0.5645
FRK	FYN	0.564
PAK4	PAK3	0.5635
NEK1	NEK3	0.563
CSNK1G1	CSNK1A1	0.5627
AATK	LMTK2	0.5622
RPS6KA5	RPS6KA6	0.562
RPS6KA5	RPS6KA2	0.5615
RPS6KA2	RPS6KB2	0.5615
PRKCI	PRKCH	0.5615
MAP2K7	MAP2K4	0.5615
GRK5	GRK7	0.5611
RPS6KA4	RPS6KB2	0.5611
STK4	MST4	0.5605
PRKCI	PRKCA	0.5598
PAK4	PAK1	0.5595
PAK4	PAK2	0.5595
CDC42BPA	ROCK1	0.5589
CDK2	CDK16	0.5587
CDK1	CDK17	0.5587
FGFR1	RET	0.5584
FGFR3	RET	0.5584
FRK	HCK	0.5578
RPS6KA4	RPS6KB1	0.5573
RPS6KA5	RPS6KB1	0.5573
MAP4K4	MYO3A	0.5568
SGK2	AKT3	0.5564
PTK6	SRMS	0.556
EPHA5	EPHB6	0.5551
EPHA8	EPHA10	0.5551
CDKL2	CDKL4	0.5548
FGFR4	RET	0.5547
RPS6KA4	RPS6KA1	0.5538
PRKACB	PRKY	0.553
EPHA6	EPHB6	0.5528
SGK1	AKT3	0.5525
SGK2	AKT1	0.5525
JAK1	JAK2	0.5523
CSNK1G3	CSNK1A1L	0.5521
CDK5	CDK14	0.5516
CDC42BPG	ROCK1	0.5513
EPHA6	EPHA10	0.5512
EPHA3	EPHA10	0.5512
PRKCQ	PKN2	0.5512
EPHA3	EPHB6	0.551
TRIB3	TRIB2	0.551
CDK11A	CDK10	0.5509
RPS6KA4	RPS6KA3	0.55
FRK	LCK	0.5498
MAPK9	MAPK14	0.5496
PDGFRA	KIT	0.5495
TNIK	MYO3A	0.5492
EPHB1	EPHA10	0.549
PRKACA	PRKY	0.5484
PRKCZ	PRKCA	0.5483
FRK	YES1	0.548
CDK3	CDK16	0.548
CDC42BPA	ROCK2	0.5475
EPHA4	EPHA10	0.5472
PRKCD	PKN1	0.5472
PRKCQ	PKN1	0.5472
TRIB3	TRIB1	0.5469
ALPK3	ALPK2	0.5469
FLT3	KIT	0.5468
RPS6KA6	RPS6KB2	0.5465
CSNK1G2	CSNK1A1L	0.5462
PRKCZ	PRKCH	0.5462
FLT1	FGFR2	0.5455
EPHB3	EPHA10	0.5451
EPHB4	EPHA10	0.5451
EPHA8	EPHB6	0.5447
SGK3	AKT3	0.5447
SGK1	AKT1	0.5447
CDK2	CDK18	0.5445
CSNK1G1	CSNK1A1L	0.5441
FGFR2	RET	0.5438
PAK6	PAK3	0.5437
PAK6	PAK1	0.5437
EPHA5	EPHA10	0.5433
TRIO	KALRN	0.5433
NEK5	NEK3	0.5433
MYLK	MYLK3	0.543
GRK6	GRK7	0.542
RPS6KA5	RPS6KB2	0.542
FLT1	FGFR1	0.5418
PDGFRB	CSF1R	0.5413
CDK2	CDK17	0.5409
CDK3	CDK14	0.5409
SGK2	AKT2	0.5409
PRKCI	PRKCB	0.5405
PRKCZ	PRKCB	0.5405
FLT3	CSF1R	0.5401
CDC42BPB	ROCK2	0.5399
CDC42BPG	ROCK2	0.5399
PDGFRA	FLT3	0.5392
MYLK	MYLK4	0.5391
RPS6KA4	RPS6KA6	0.5388
RPS6KA4	RPS6KA2	0.5385
FLT4	FGFR3	0.5382
FLT1	FGFR3	0.5382
KDR	FGFR4	0.5382
MINK1	MYO3B	0.5379
CDK3	CDK17	0.5374
PDGFRA	CSF1R	0.5368
PRKCZ	PRKCG	0.5367
TYK2	JAK2	0.5358
PRKCD	PKN2	0.5354
MYLK	MYLK2	0.5352
MAP4K4	MYO3B	0.5341
SRMS	FRK	0.5339
CDK5	CDK15	0.5338
PLK3	PLK1	0.5336
SGK3	AKT1	0.5331
PRKCI	PRKCG	0.5328
SRMS	FGR	0.532
MAPK8	MAPK11	0.5319
EPHA2	EPHB6	0.5306
CDK1	CDK16	0.5302
SRMS	SRC	0.5301
PDGFRB	KIT	0.5299
PLK2	PLK1	0.5296
EPHB2	EPHA10	0.5294
SGK1	AKT2	0.5292
MAPK9	MAPK11	0.5284
MAPK9	MAPK13	0.5284
MAPK10	MAPK13	0.5284
MAPK8	MAPK13	0.5284
STK25	MAP4K5	0.528
FLT4	FGFR2	0.5273
PRKCE	PKN2	0.5271
CDC42BPB	STK38L	0.5269
CDC42BPA	STK38	0.5269
CDK1	CDK18	0.5267
CDK3	CDK18	0.5267
CDK2	CDK14	0.5267
MAPK10	MAPK11	0.5248
MAPK9	MAPK12	0.5248
PTK6	SRC	0.5242
FRK	BLK	0.524
NUAK2	MARK4	0.524
STK25	MAP4K2	0.524
STK25	MAP4K3	0.524
PAK6	PAK2	0.5238
PDGFRA	FGFR1	0.5236
FLT4	FGFR1	0.5236
CSF1R	FGFR3	0.5236
PRKCD	PKN3	0.5236
MAP4K4	MAP4K3	0.5236
PRKCH	PKN1	0.5233
LMTK3	LMTK2	0.5232
CDC42BPB	STK38	0.5231
TNIK	MYO3B	0.5227
MAPK7	MAPK1	0.5225
MAPK7	MAPK3	0.5225
SRMS	BLK	0.5221
PEAK1	SGK223	0.5217
JAK1	JAK3	0.5217
PNCK	CAMK4	0.5217
KIT	KDR	0.5212
ROCK1	STK38L	0.5212
DMPK	ROCK1	0.5209
EPHA1	EPHB6	0.5203
SRMS	FYN	0.52
MARK4	BRSK1	0.5198
SIK2	PRKAA2	0.5198
KIT	FLT4	0.5197
CDK3	CDK15	0.5196
PRKCA	PKN1	0.5194
CDC42BPA	STK38L	0.5192
TYK2	JAK3	0.5189
PTK6	YES1	0.5181
MINK1	MST4	0.5181
TNIK	STK25	0.5181
MINK1	STK25	0.5181
MYO3A	STK3	0.5179
MAPK10	MAPK14	0.5177
MAPK10	MAPK12	0.5177
NEK4	NEK1	0.5176
SGK3	AKT2	0.5175
ROCK1	STK38	0.5174
STK38	LATS2	0.517
STK38L	LATS1	0.517
KIT	FGFR3	0.5164
FLT4	FGFR4	0.5164
FLT1	FGFR4	0.5164
NUAK2	MARK3	0.516
MARK1	BRSK1	0.5159
MARK2	BRSK1	0.5159
TNIK	MAP4K3	0.5157
PRKCA	PKN2	0.5155
PRKCB	PKN1	0.5155
PDGFRA	FLT1	0.5154
PRKCG	PKN1	0.5154
KIT	FLT1	0.5147
PDGFRB	FGFR1	0.5146
MAPK8	MAPK14	0.5142
MAPK8	MAPK12	0.5142
SRC	ABL2	0.5141
MAP4K4	STK25	0.5141
RPS6KB1	SGK1	0.5138
PRKACG	PRKX	0.5137
STK38L	LATS2	0.5136
STK38	LATS1	0.5136
AKT1	PKN2	0.5136
KIT	FGFR2	0.5127
SRMS	LCK	0.512
MARK3	BRSK1	0.5119
SIK2	PRKAA1	0.5119
CAMK1	CAMK4	0.5118
MINK1	MAP4K3	0.5118
AKT3	PRKCE	0.5116
PRKCE	PKN1	0.5116
MAPKAPK2	MAPKAPK5	0.5116
CSF1R	FLT4	0.5114
GUCY2D	GUCY2F	0.5114
PTK6	FYN	0.51
MYO3A	STK4	0.51
TNIK	MST4	0.51
MYO3A	MST4	0.51
TNIK	STK24	0.51
MINK1	STK24	0.51
RPS6KB2	SGK1	0.5099
CAMK1G	CAMK4	0.5099
ADRBK1	GRK6	0.5097
CIT	CDC42BPG	0.5095
DMPK	ROCK2	0.5095
FLT3	FGFR1	0.5091
CSF1R	FGFR1	0.5091
KIT	FGFR1	0.5091
FLT3	FGFR3	0.5091
NUAK2	MARK2	0.508
MST4	MAP4K2	0.508
RIPK4	ANKK1	0.5079
MARK4	BRSK2	0.5079
CAMK1D	CAMK4	0.5079
PDGFRA	FLT4	0.5078
AKT2	PRKCI	0.5078
AKT1	PRKCE	0.5078
AKT3	PRKCH	0.5078
AKT1	PRKCH	0.5078
PRKCH	PKN2	0.5078
CDK6	CDK2	0.5072
PRKACG	PRKY	0.5069
MYO3A	STK25	0.506
RPS6KB1	SGK3	0.5059
RPS6KB1	SGK2	0.5059
ADRBK2	GRK6	0.5058
AKT2	PKN2	0.5058
NTRK2	MUSK	0.5056
NTRK1	MUSK	0.5055
FLT3	FGFR2	0.5055
KIT	FGFR4	0.5055
FLT3	FLT1	0.5049
MAP2K5	MAP2K1	0.5041
YES1	ABL2	0.504
YES1	ABL1	0.504
NUAK2	MARK1	0.504
MARK2	BRSK2	0.504
SIK1	PRKAA2	0.504
SIK1	PRKAA1	0.504
BRSK2	PRKAA1	0.504
BRSK1	PRKAA1	0.504
TNIK	STK4	0.504
MAP4K4	STK4	0.504
MINK1	STK4	0.504
AKT1	PRKCI	0.5039
STK17B	DAPK1	0.5039
ALK	ROS1	0.5037
CDK6	CDK3	0.5036
TSSK3	TSSK6	0.5024
EPHB6	EPHA10	0.502
PRKACA	PRKG2	0.502
PRKAA1	MELK	0.502
PSKH1	PNCK	0.502
MAP4K4	MST4	0.502
STK39	STK24	0.502
MAP4K4	STK24	0.502
MYO3A	STK24	0.502
OXSR1	STK25	0.502
STK4	MAP4K3	0.502
ROS1	INSR	0.5019
ROCK2	STK38L	0.5019
CSF1R	FGFR2	0.5018
MAPK11	MAPK7	0.5018
CDK1	CDK14	0.5018
CDK2	CDK15	0.5018
PDGFRA	KDR	0.5015
RIOK3	RIOK1	0.5
EPHA2	EPHA10	0.5
SRMS	YES1	0.5
FLT3	KDR	0.5
CDKL3	CDKL4	0.5
CDC42BPG	STK38L	0.5
CDC42BPG	STK38	0.5
PRKCB	PKN2	0.5
MARK3	BRSK2	0.5
SIK2	BRSK1	0.5
MARK2	PRKAA2	0.5
BRSK2	PRKAA2	0.5
BRSK1	PRKAA2	0.5
TNIK	STK3	0.5
MAP4K4	STK3	0.5
STK24	MAP4K3	0.5
MINK1	MAP4K5	0.5
STK24	MAP4K5	0.5
FLT3	FLT4	0.4984
CDKL3	CDKL1	0.4982
AKT3	PKN2	0.4981
AKT1	PKN1	0.4981
AKT3	PKN3	0.4981
PTK6	FGR	0.498
SRC	ABL1	0.498
RPS6KB2	SGK2	0.498
RPS6KB1	AKT1	0.498
PRKCZ	PRKCD	0.498
PRKX	PRKG2	0.498
NUAK1	MARK4	0.498
NUAK1	MARK3	0.498
STK39	STK25	0.498
CSF1R	KDR	0.4968
LTK	ROS1	0.4963
AKT2	PRKCE	0.4961
AKT2	PRKCH	0.4961
AKT3	PRKCG	0.4961
AKT2	PRKCA	0.4961
PRKCH	PKN3	0.4961
PSKH1	CAMK1	0.4961
MAP4K4	MAP4K5	0.4961
MARK1	BRSK2	0.496
SIK3	BRSK1	0.496
MINK1	STK3	0.496
STK24	MAP4K2	0.496
MST4	MAP4K3	0.496
MST4	MAP4K5	0.496
MAPK14	MAPK7	0.4947
MAPK14	MAPK1	0.4947
CDKL2	CDKL5	0.4947
CSF1R	FGFR4	0.4945
RPS6KB2	SGK3	0.4941
RPS6KB2	AKT1	0.4941
RPS6KB2	AKT2	0.4941
STK39	MST4	0.494
OXSR1	STK24	0.494
EPHA6	YES1	0.4939
MATK	FES	0.4938
PDGFRB	FLT3	0.4925
PRKCG	PKN2	0.4923
RPS6KA5	SGK2	0.4922
AKT3	PRKCI	0.4922
AKT3	PRKCB	0.4922
PRKCE	PKN3	0.4922
PRKCA	PKN3	0.4922
PRKCB	PKN3	0.4922
PSKH1	CAMK1D	0.4922
MAPKAPK3	MAPKAPK5	0.4922
MAP3K8	MAP3K2	0.4922
AKT1	PRKCQ	0.4921
PRKCQ	PKN3	0.4921
SIK2	BRSK2	0.4921
SIK1	BRSK2	0.4921
MARK2	PRKAA1	0.4921
MARK1	SNRK	0.4921
TNIK	MAP4K5	0.4921
FYN	ABL2	0.492
EPHA6	SRC	0.4919
TAOK3	STK25	0.4919
TAOK1	STK25	0.4919
EPHA7	YES1	0.4918
MAP2K5	MAP2K2	0.4918
PDGFRA	FGFR2	0.4909
PDGFRA	FGFR3	0.4909
PDGFRB	FLT4	0.4907
ROS1	IGF1R	0.4906
ADRBK2	GRK5	0.4903
ADRBK1	GRK5	0.4903
ROCK2	STK38	0.4903
AKT3	PKN1	0.4903
AKT2	PKN1	0.4903
PRKCI	PRKCQ	0.4902
PRKCZ	PRKCQ	0.4902
PRKACB	PRKG2	0.4902
PRKACA	PRKG1	0.4902
PRKACB	PRKG1	0.4902
